year,n small,n medium,n large
2000,8459,4167,780
2001,8866,3854,686
2002,9232,3580,594
2003,9464,3358,584
2004,9600,3197,609
2005,9688,3101,617
2006,9768,3020,618
2007,9866,2900,640
2008,9981,2773,652
2009,10084,2667,655
2010,10254,2557,595
2011,10339,2469,598
2012,10395,2392,619
