year,n small,n medium,n large
2000,8030,4392,984
2001,7847,4455,1104
2002,7834,4478,1094
2003,7701,4516,1189
2004,7528,4535,1343
2005,7371,4521,1514
2006,7237,4543,1626
2007,7062,4542,1802
2008,6879,4546,1981
2009,6743,4555,2108
2010,6707,4547,2152
2011,6509,4490,2407
2012,6345,4396,2665
