year,n small,n medium,n large
2000,8030,4393,983
2001,7849,4454,1103
2002,7838,4471,1097
2003,7706,4505,1195
2004,7522,4541,1343
2005,7354,4553,1499
2006,7218,4579,1609
2007,7043,4575,1788
2008,6867,4534,2005
2009,6753,4518,2135
2010,6724,4504,2178
2011,6536,4438,2432
2012,6355,4359,2692
