year,n small,n medium,n large
2000,8441,4179,786
2001,8821,3882,703
2002,9167,3630,609
2003,9388,3423,595
2004,9513,3288,605
2005,9590,3201,615
2006,9667,3125,614
2007,9761,3017,628
2008,9876,2898,632
2009,9967,2813,626
2010,10102,2708,596
2011,10171,2640,595
2012,10227,2566,613
