year,n small,n medium,n large
2000,8029,4392,985
2001,7855,4454,1097
2002,7842,4474,1090
2003,7735,4500,1171
2004,7580,4517,1309
2005,7444,4527,1435
2006,7325,4553,1528
2007,7170,4551,1685
2008,7037,4522,1847
2009,6939,4526,1941
2010,6920,4512,1974
2011,6767,4479,2160
2012,6615,4446,2345
