year,n small,n medium,n large
2000,8192,4315,899
2001,8279,4221,906
2002,8402,4138,866
2003,8434,4083,889
2004,8452,4045,909
2005,8461,4009,936
2006,8482,3984,940
2007,8509,3924,973
2008,8530,3872,1004
2009,8568,3827,1011
2010,8633,3776,997
2011,8667,3728,1011
2012,8697,3677,1032
