year,n cattle,n beef,n dairy
2000,1851738,872375,562736
2001,1887045,897074,573344
2002,1881091,902136,562328
2003,1907882,927461,563794
2004,1944424,953570,574227
2005,1982427,980657,585143
2006,2010508,1008746,585135
2007,2050240,1037505,596108
2008,2091562,1067526,607409
2009,2122188,1098114,607447
2010,2123273,1099143,607503
2011,2165098,1129750,618721
2012,2206904,1160974,629303
