year,n cattle,n beef,n dairy
2000,1691893,774062,503091
2001,1592488,708804,470052
2002,1487052,649400,424727
2003,1431902,618711,400769
2004,1396079,596619,387410
2005,1370401,580822,377822
2006,1340494,566872,362159
2007,1320800,554979,354622
2008,1298713,542788,344997
2009,1276264,533762,331801
2010,1237898,510284,317175
2011,1222493,501665,310612
2012,1215753,498686,306974
