year,n cattle,n beef,n dairy
2000,1683014,767284,501137
2001,1578546,698384,466769
2002,1469443,636370,420449
2003,1411271,603638,395558
2004,1374581,580809,382085
2005,1347491,564327,371793
2006,1316160,550127,354986
2007,1295776,537784,347239
2008,1272195,525406,336350
2009,1246922,515946,320804
2010,1191857,483934,298080
2011,1176511,475286,291618
2012,1172379,474223,288688
