year,n small,n medium,n large
2000,8031,4390,985
2001,7849,4454,1103
2002,7833,4481,1092
2003,7701,4514,1191
2004,7529,4533,1344
2005,7370,4538,1498
2006,7243,4551,1612
2007,7037,4566,1803
2008,6868,4531,2007
2009,6738,4522,2146
2010,6704,4516,2186
2011,6516,4471,2419
2012,6347,4362,2697
