year,n small,n medium,n large
2000,8014,4404,988
2001,7954,4420,1032
2002,7953,4436,1017
2003,7905,4445,1056
2004,7835,4467,1104
2005,7773,4465,1168
2006,7720,4469,1217
2007,7653,4471,1282
2008,7599,4451,1356
2009,7539,4467,1400
2010,7520,4475,1411
2011,7472,4451,1483
2012,7414,4433,1559
