year,n cattle,n beef,n dairy
2000,1851807,872429,562751
2001,1886974,896955,573392
2002,1880942,901962,562353
2003,1907443,926990,563826
2004,1943890,952941,574322
2005,1981715,979794,585294
2006,2009623,1007690,585306
2007,2049023,1036160,596236
2008,2089883,1065772,607484
2009,2120023,1095851,607545
2010,2121146,1096880,607639
2011,2162525,1127109,618789
2012,2203916,1158003,629286
