year,n cattle,n beef,n dairy
2000,1858737,877674,564436
2001,1931794,921795,593372
2002,1933961,932788,584546
2003,1984902,979982,588293
2004,2064731,1029751,618353
2005,2149380,1082466,650287
2006,2209162,1138325,654210
2007,2303296,1198009,688660
2008,2403231,1261503,725101
2009,2470163,1328398,725138
2010,2491381,1349506,725248
2011,2601127,1421643,762857
2012,2716228,1497680,801921
