year,n small,n medium,n large
2000,8460,4166,780
2001,8867,3853,686
2002,9237,3575,594
2003,9470,3354,582
2004,9609,3191,606
2005,9699,3093,614
2006,9776,3012,618
2007,9875,2897,634
2008,9989,2769,648
2009,10090,2666,650
2010,10255,2561,590
2011,10337,2478,591
2012,10388,2410,608
