year,n cattle,n beef,n dairy
2000,1798480,844908,537591
2001,1786859,839396,531810
2002,1749529,827158,506919
2003,1747238,830951,500957
2004,1753449,836346,501897
2005,1759851,841668,503140
2006,1759001,847105,497007
2007,1765749,851955,499060
2008,1776513,859557,502352
2009,1773874,864056,495404
2010,1753624,851038,488365
2011,1755122,853179,487916
2012,1763988,860638,489437
