year,n small,n medium,n large
2000,8016,4400,990
2001,7958,4418,1030
2002,7955,4436,1015
2003,7905,4447,1054
2004,7841,4472,1093
2005,7781,4482,1143
2006,7739,4485,1182
2007,7688,4476,1242
2008,7642,4456,1308
2009,7596,4470,1340
2010,7581,4472,1353
2011,7544,4450,1412
2012,7499,4448,1459
