year,n small,n medium,n large
2000,8015,4403,988
2001,7955,4419,1032
2002,7953,4438,1015
2003,7902,4446,1058
2004,7835,4462,1109
2005,7763,4474,1169
2006,7710,4482,1214
2007,7643,4480,1283
2008,7593,4460,1353
2009,7536,4473,1397
2010,7521,4473,1412
2011,7469,4450,1487
2012,7413,4429,1564
