year,n cattle,n beef,n dairy
2000,1851789,872386,562776
2001,1887023,897032,573364
2002,1881122,902067,562428
2003,1907808,927296,563885
2004,1944267,953350,574290
2005,1982134,980368,585139
2006,2010079,1008287,585165
2007,2049600,1037020,595953
2008,2090486,1066805,607054
2009,2120768,1097023,607118
2010,2121984,1098067,607290
2011,2163067,1128312,618128
2012,2203959,1158986,628346
