year,n cattle,n beef,n dairy
2000,1798395,844918,537494
2001,1786761,839450,531656
2002,1749534,827334,506746
2003,1747263,831225,500706
2004,1753545,836721,501616
2005,1760022,842148,502829
2006,1759178,847662,496625
2007,1766039,852686,498617
2008,1776772,860330,501836
2009,1774054,864710,494928
2010,1753676,851545,487908
2011,1755261,853761,487471
2012,1762912,860890,488120
