year,n cattle,n beef,n dairy
2000,1858537,877350,564560
2001,1931694,921611,593456
2002,1933908,932504,584777
2003,1985113,979872,588614
2004,2065604,1029930,619047
2005,2150753,1082785,651341
2006,2211002,1138757,655618
2007,2304627,1197842,690158
2008,2404280,1260758,726895
2009,2470741,1327209,726905
2010,2491500,1347885,726988
2011,2600520,1418983,764910
2012,2714421,1493750,804044
