year,n small,n medium,n large
2000,8196,4308,902
2001,8283,4215,908
2002,8411,4129,866
2003,8438,4081,887
2004,8451,4050,905
2005,8459,4016,931
2006,8482,3987,937
2007,8508,3928,970
2008,8526,3879,1001
2009,8569,3828,1009
2010,8630,3782,994
2011,8660,3742,1004
2012,8685,3688,1033
