year,n small,n medium,n large
2000,8042,4385,979
2001,7961,4417,1028
2002,7960,4437,1009
2003,7895,4467,1044
2004,7810,4492,1104
2005,7726,4517,1163
2006,7671,4530,1205
2007,7595,4548,1263
2008,7521,4544,1341
2009,7444,4583,1379
2010,7440,4586,1380
2011,7372,4586,1448
2012,7304,4578,1524
