year,n small,n medium,n large
2000,8032,4390,984
2001,7849,4451,1106
2002,7838,4470,1098
2003,7704,4507,1195
2004,7530,4535,1341
2005,7365,4537,1504
2006,7237,4556,1613
2007,7048,4568,1790
2008,6875,4541,1990
2009,6741,4535,2130
2010,6714,4519,2173
2011,6523,4462,2421
2012,6342,4390,2674
