year,n cattle,n beef,n dairy
2000,1863972,881664,565681
2001,1890137,898955,574555
2002,1886610,903248,566735
2003,1906432,920783,569022
2004,1934718,939758,578333
2005,1963563,958958,587978
2006,1984944,978698,589619
2007,2014997,998770,599600
2008,2044595,1018833,609135
2009,2065946,1039448,609871
2010,2070520,1043087,610806
2011,2100719,1063555,620537
2012,2131546,1084957,629962
