year,n small,n medium,n large
2000,8459,4168,779
2001,8865,3858,683
2002,9236,3581,589
2003,9468,3361,577
2004,9604,3202,600
2005,9691,3103,612
2006,9773,3015,618
2007,9876,2892,638
2008,9989,2764,653
2009,10088,2661,657
2010,10252,2562,592
2011,10336,2475,595
2012,10393,2400,613
