year,n small,n medium,n large
2000,8459,4166,781
2001,8865,3854,687
2002,9232,3581,593
2003,9465,3359,582
2004,9600,3201,605
2005,9692,3101,613
2006,9773,3017,616
2007,9871,2899,636
2008,9988,2765,653
2009,10087,2662,657
2010,10260,2549,597
2011,10343,2465,598
2012,10392,2394,620
