year,n small,n medium,n large
2000,8042,4386,978
2001,7961,4418,1027
2002,7960,4438,1008
2003,7896,4466,1044
2004,7806,4494,1106
2005,7719,4521,1166
2006,7664,4538,1204
2007,7584,4565,1257
2008,7512,4553,1341
2009,7437,4583,1386
2010,7429,4590,1387
2011,7371,4586,1449
2012,7287,4602,1517
