year,n small,n medium,n large
2000,8461,4165,780
2001,8869,3852,685
2002,9237,3576,593
2003,9468,3357,581
2004,9605,3198,603
2005,9697,3093,616
2006,9776,3008,622
2007,9878,2886,642
2008,9991,2760,655
2009,10092,2651,663
2010,10260,2541,605
2011,10340,2456,610
2012,10394,2379,633
