year,n small,n medium,n large
2000,8195,4313,898
2001,8282,4219,905
2002,8409,4135,862
2003,8440,4084,882
2004,8458,4048,900
2005,8464,4012,930
2006,8493,3979,934
2007,8507,3933,966
2008,8525,3887,994
2009,8562,3843,1001
2010,8631,3786,989
2011,8660,3752,994
2012,8682,3704,1020
