year,n small,n medium,n large
2000,8029,4393,984
2001,7852,4464,1090
2002,7841,4486,1079
2003,7726,4515,1165
2004,7574,4531,1301
2005,7440,4527,1439
2006,7328,4536,1542
2007,7183,4538,1685
2008,7041,4518,1847
2009,6943,4511,1952
2010,6922,4496,1988
2011,6767,4453,2186
2012,6632,4407,2367
