year,n small,n medium,n large
2000,8031,4392,983
2001,7860,4456,1090
2002,7849,4476,1081
2003,7729,4509,1168
2004,7576,4528,1302
2005,7440,4524,1442
2006,7333,4539,1534
2007,7185,4534,1687
2008,7032,4534,1840
2009,6918,4533,1955
2010,6893,4527,1986
2011,6743,4499,2164
2012,6593,4455,2358
