year,n small,n medium,n large
2000,8031,4387,988
2001,7859,4453,1094
2002,7847,4472,1087
2003,7732,4499,1175
2004,7566,4540,1300
2005,7423,4540,1443
2006,7313,4565,1528
2007,7168,4560,1678
2008,7025,4534,1847
2009,6911,4546,1949
2010,6889,4548,1969
2011,6746,4498,2162
2012,6617,4437,2352
