year,n cattle,n beef,n dairy
2000,1864218,881973,565618
2001,1890125,899104,574394
2002,1886381,903317,566437
2003,1905759,920604,568528
2004,1933654,939445,577582
2005,1962435,958744,587064
2006,1983582,978535,588420
2007,2013465,998834,598004
2008,2043132,1019385,607120
2009,2064743,1040332,607784
2010,2069943,1044630,608686
2011,2100460,1065890,617943
2012,2131739,1088130,626982
