year,n small,n medium,n large
2000,8193,4310,903
2001,8280,4217,909
2002,8402,4138,866
2003,8427,4091,888
2004,8447,4054,905
2005,8456,4020,930
2006,8485,3986,935
2007,8506,3929,971
2008,8522,3880,1004
2009,8558,3835,1013
2010,8623,3781,1002
2011,8652,3745,1009
2012,8675,3693,1038
