year,n small,n medium,n large
2000,8029,4392,985
2001,7860,4451,1095
2002,7850,4469,1087
2003,7734,4500,1172
2004,7580,4528,1298
2005,7445,4522,1439
2006,7326,4552,1528
2007,7168,4573,1665
2008,7032,4543,1831
2009,6936,4542,1928
2010,6916,4534,1956
2011,6772,4499,2135
2012,6623,4452,2331
