year,n small,n medium,n large
2000,8031,4391,984
2001,7843,4458,1105
2002,7827,4482,1097
2003,7698,4516,1192
2004,7526,4546,1334
2005,7372,4543,1491
2006,7226,4576,1604
2007,7049,4563,1794
2008,6876,4538,1992
2009,6751,4529,2126
2010,6728,4506,2172
2011,6534,4447,2425
2012,6366,4372,2668
