year,n small,n medium,n large
2000,8015,4403,988
2001,7954,4422,1030
2002,7951,4442,1013
2003,7900,4453,1053
2004,7829,4472,1105
2005,7766,4481,1159
2006,7712,4490,1204
2007,7651,4488,1267
2008,7598,4465,1343
2009,7542,4477,1387
2010,7523,4483,1400
2011,7470,4462,1474
2012,7406,4454,1546
