year,n cattle,n beef,n dairy
2000,1862682,880752,565303
2001,1890789,899432,574730
2002,1887371,904280,566464
2003,1909470,923789,569054
2004,1941074,945204,579243
2005,1974024,967406,589991
2006,1999117,990562,591928
2007,2034684,1014736,603321
2008,2070587,1039522,614438
2009,2097216,1065390,615199
2010,2103204,1070367,616210
2011,2142822,1097899,628296
2012,2184617,1127512,640478
