year,n cattle,n beef,n dairy
2000,1798370,845104,537256
2001,1785406,838644,531059
2002,1746904,825409,505980
2003,1742068,827172,499494
2004,1745109,830155,499667
2005,1747777,832800,499840
2006,1743813,835457,493353
2007,1747507,838018,494613
2008,1754242,842688,496776
2009,1751685,845675,491373
2010,1734416,834063,485874
2011,1733372,834081,484972
2012,1736090,836830,485045
