year,n cattle,n beef,n dairy
2000,1696570,776860,504968
2001,1599644,713580,472421
2002,1498938,656768,429231
2003,1445273,626777,406058
2004,1410882,605478,393333
2005,1386582,590311,384498
2006,1358120,577202,369449
2007,1339010,565829,361984
2008,1318204,554708,352577
2009,1295612,546034,338886
2010,1257494,523229,323837
2011,1243286,515273,317784
2012,1237072,512746,314213
