year,n small,n medium,n large
2000,8459,4166,781
2001,8867,3855,684
2002,9233,3581,592
2003,9467,3358,581
2004,9608,3191,607
2005,9696,3095,615
2006,9779,3012,615
2007,9874,2897,635
2008,9983,2777,646
2009,10087,2667,652
2010,10251,2564,591
2011,10332,2485,589
2012,10387,2403,616
