year,n small,n medium,n large
2000,8016,4402,988
2001,7956,4419,1031
2002,7955,4438,1013
2003,7903,4451,1052
2004,7836,4465,1105
2005,7768,4473,1165
2006,7715,4477,1214
2007,7651,4480,1275
2008,7604,4450,1352
2009,7541,4468,1397
2010,7524,4470,1412
2011,7477,4444,1485
2012,7412,4431,1563
