year,n small,n medium,n large
2000,8028,4394,984
2001,7858,4452,1096
2002,7844,4478,1084
2003,7728,4507,1171
2004,7576,4531,1299
2005,7453,4517,1436
2006,7340,4536,1530
2007,7187,4544,1675
2008,7045,4527,1834
2009,6942,4534,1930
2010,6925,4527,1954
2011,6777,4485,2144
2012,6630,4443,2333
