year,n small,n medium,n large
2000,8447,4174,785
2001,8831,3876,699
2002,9170,3628,608
2003,9386,3427,593
2004,9521,3283,602
2005,9607,3188,611
2006,9683,3115,608
2007,9776,3004,626
2008,9883,2887,636
2009,9975,2799,632
2010,10095,2707,604
2011,10164,2639,603
2012,10210,2582,614
