year,n cattle,n beef,n dairy
2000,1862526,880689,565210
2001,1890455,899286,574542
2002,1886849,903999,566223
2003,1908903,923528,568748
2004,1940510,945009,578874
2005,1973506,967286,589593
2006,1998746,990612,591507
2007,2034485,1015008,602850
2008,2070657,1040093,613937
2009,2097692,1066360,614705
2010,2104316,1072001,615688
2011,2144020,1099816,627577
2012,2185904,1129765,639512
