year,n small,n medium,n large
2000,8194,4310,902
2001,8280,4218,908
2002,8401,4140,865
2003,8425,4097,884
2004,8447,4056,903
2005,8457,4017,932
2006,8480,3992,934
2007,8506,3929,971
2008,8522,3878,1006
2009,8560,3832,1014
2010,8619,3783,1004
2011,8648,3748,1010
2012,8681,3679,1046
