year,n small,n medium,n large
2000,8441,4177,788
2001,8831,3871,704
2002,9165,3631,610
2003,9377,3431,598
2004,9510,3289,607
2005,9587,3205,614
2006,9669,3123,614
2007,9762,3013,631
2008,9871,2892,643
2009,9962,2806,638
2010,10086,2715,605
2011,10155,2648,603
2012,10214,2573,619
