year,n cattle,n beef,n dairy
2000,1860929,879701,564601
2001,1885107,895653,572827
2002,1878265,897864,563774
2003,1895401,913882,564892
2004,1921026,931255,573144
2005,1947023,948736,581660
2006,1965001,966841,581533
2007,1992130,985358,590145
2008,2019334,1004199,598508
2009,2039138,1023360,599151
2010,2040840,1024302,599911
2011,2068318,1043321,608370
2012,2095863,1062837,616399
