year,n cattle,n beef,n dairy
2000,1692825,774209,503866
2001,1593927,708961,471323
2002,1488882,649472,426479
2003,1433382,618402,402563
2004,1398087,596565,389466
2005,1372580,580750,380061
2006,1343133,567060,364599
2007,1323144,554797,357147
2008,1301644,542967,347754
2009,1278643,533360,334608
2010,1239876,509817,319651
2011,1224422,501039,313177
2012,1216834,497795,308947
