year,n small,n medium,n large
2000,8032,4389,985
2001,7848,4454,1104
2002,7837,4477,1092
2003,7710,4508,1188
2004,7534,4540,1332
2005,7378,4541,1487
2006,7247,4558,1601
2007,7068,4550,1788
2008,6891,4531,1984
2009,6767,4517,2122
2010,6741,4505,2160
2011,6541,4465,2400
2012,6376,4363,2667
