year,n cattle,n beef,n dairy
2000,1857097,876244,564226
2001,1937011,924859,595267
2002,1940526,937547,586094
2003,1998179,990924,590370
2004,2089546,1048108,624269
2005,2187853,1109598,660788
2006,2259420,1176024,665929
2007,2372237,1248188,706246
2008,2495449,1327025,750253
2009,2581256,1412826,750259
2010,2612330,1443894,750265
2011,2762237,1542879,800745
2012,2926392,1651639,855658
