year,n small,n medium,n large
2000,8189,4317,900
2001,8277,4221,908
2002,8399,4138,869
2003,8424,4084,898
2004,8438,4041,927
2005,8443,4001,962
2006,8466,3972,968
2007,8489,3910,1007
2008,8494,3859,1053
2009,8544,3795,1067
2010,8616,3736,1054
2011,8659,3675,1072
2012,8699,3601,1106
