year,n small,n medium,n large
2000,8041,4387,978
2001,7960,4417,1029
2002,7961,4435,1010
2003,7898,4462,1046
2004,7809,4490,1107
2005,7722,4514,1170
2006,7664,4534,1208
2007,7588,4554,1264
2008,7517,4542,1347
2009,7437,4585,1384
2010,7429,4592,1385
2011,7363,4594,1449
2012,7288,4596,1522
