year,n small,n medium,n large
2000,8429,4183,794
2001,8804,3895,707
2002,9134,3655,617
2003,9343,3461,602
2004,9470,3315,621
2005,9551,3221,634
2006,9636,3135,635
2007,9727,3025,654
2008,9831,2910,665
2009,9919,2819,668
2010,10046,2721,639
2011,10129,2637,640
2012,10169,2584,653
