year,n small,n medium,n large
2000,8030,4391,985
2001,7858,4452,1096
2002,7846,4472,1088
2003,7727,4512,1167
2004,7581,4532,1293
2005,7446,4529,1431
2006,7341,4540,1525
2007,7199,4538,1669
2008,7059,4518,1829
2009,6955,4526,1925
2010,6922,4532,1952
2011,6768,4490,2148
2012,6642,4425,2339
