year,n small,n medium,n large
2000,8180,4318,908
2001,8269,4225,912
2002,8369,4153,884
2003,8395,4102,909
2004,8420,4047,939
2005,8425,4009,972
2006,8438,4001,967
2007,8464,3942,1000
2008,8482,3884,1040
2009,8521,3827,1058
2010,8580,3777,1049
2011,8620,3717,1069
2012,8656,3656,1094
