year,n small,n medium,n large
2000,8181,4317,908
2001,8268,4228,910
2002,8371,4153,882
2003,8392,4107,907
2004,8421,4045,940
2005,8425,4004,977
2006,8440,3989,977
2007,8466,3927,1013
2008,8477,3880,1049
2009,8516,3827,1063
2010,8575,3782,1049
2011,8613,3724,1069
2012,8633,3674,1099
