year,n small,n medium,n large
2000,8014,4402,990
2001,7958,4420,1028
2002,7955,4438,1013
2003,7908,4444,1054
2004,7847,4462,1097
2005,7794,4463,1149
2006,7746,4468,1192
2007,7694,4462,1250
2008,7656,4436,1314
2009,7605,4456,1345
2010,7594,4459,1353
2011,7552,4439,1415
2012,7506,4430,1470
