year,n cattle,n beef,n dairy
2000,1860923,879698,564598
2001,1885228,895720,572881
2002,1878395,897958,563810
2003,1895609,914051,564931
2004,1921466,931514,573325
2005,1947599,949079,581893
2006,1965507,967080,581800
2007,1992397,985411,590359
2008,2018965,1003806,598532
2009,2038560,1022779,599154
2010,2040300,1023698,599975
2011,2067508,1042542,608339
2012,2094946,1062182,616137
