year,n small,n medium,n large
2000,8042,4386,978
2001,7963,4416,1027
2002,7963,4434,1009
2003,7905,4457,1044
2004,7817,4487,1102
2005,7726,4517,1163
2006,7664,4540,1202
2007,7588,4557,1261
2008,7520,4546,1340
2009,7447,4582,1377
2010,7442,4585,1379
2011,7365,4600,1441
2012,7290,4597,1519
