year,n cattle,n beef,n dairy
2000,1858844,877640,564577
2001,1932017,921898,593492
2002,1934440,932941,584872
2003,1985459,980095,588737
2004,2065734,1030038,619069
2005,2150640,1082801,651212
2006,2210738,1138557,655554
2007,2304286,1197744,689915
2008,2403392,1260395,726370
2009,2469871,1326797,726447
2010,2490797,1347597,726573
2011,2600947,1419086,764993
2012,2716715,1494547,805053
