year,n small,n medium,n large
2000,8032,4389,985
2001,7860,4452,1094
2002,7848,4473,1085
2003,7733,4503,1170
2004,7577,4528,1301
2005,7438,4528,1440
2006,7321,4544,1541
2007,7170,4545,1691
2008,7018,4553,1835
2009,6917,4556,1933
2010,6897,4551,1958
2011,6765,4477,2164
2012,6628,4433,2345
