year,n cattle,n beef,n dairy
2000,1682910,767132,501185
2001,1578478,698193,466892
2002,1469130,636023,420483
2003,1410796,603168,395553
2004,1373982,580225,382070
2005,1346710,563646,371693
2006,1315054,549276,354733
2007,1294398,536720,346928
2008,1270753,524210,336107
2009,1245514,514729,320616
2010,1189609,482110,297661
2011,1173898,473355,290941
2012,1169016,472020,287533
