year,n small,n medium,n large
2000,8022,4399,985
2001,7966,4415,1025
2002,7971,4426,1009
2003,7930,4434,1042
2004,7875,4450,1081
2005,7822,4457,1127
2006,7786,4460,1160
2007,7737,4466,1203
2008,7700,4452,1254
2009,7651,4468,1287
2010,7643,4471,1292
2011,7609,4453,1344
2012,7561,4449,1396
